================================================================================
TCP Conversations
Filter:<No Filter>
                                                           |       <-      | |       ->      | |     Total     |    Relative    |   Duration   |
                                                           | Frames  Bytes | | Frames  Bytes | | Frames  Bytes |      Start     |              |
100.10.30.1:40066          <-> 100.30.0.1:8080                  4 499 bytes       5 663 bytes       9 1,162 bytes   149.911100286         0.0432
100.10.30.1:46496          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes   149.935043338         0.0489
100.10.30.1:37050          <-> 100.30.0.1:8080                  4 547 bytes       5 664 bytes       9 1,211 bytes   148.966119920         0.0458
100.10.30.1:38217          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   148.984221603         0.0417
100.10.30.1:38135          <-> 100.30.0.1:8080                  4 687 bytes       5 663 bytes       9 1,350 bytes   149.011994392         0.0426
100.10.30.1:37886          <-> 100.30.0.1:8080                  4 842 bytes       5 662 bytes       9 1,504 bytes   149.026079961         0.0495
100.10.30.1:34589          <-> 100.30.0.1:8080                  4 468 bytes       5 663 bytes       9 1,131 bytes   149.075680863         0.0483
100.10.30.1:38543          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   149.124193017         0.0509
100.10.30.1:40592          <-> 100.30.0.1:8080                  4 678 bytes       5 660 bytes       9 1,338 bytes   149.175232533         0.0457
100.10.30.1:42026          <-> 100.30.0.1:8080                  4 504 bytes       5 662 bytes       9 1,166 bytes   149.864617605         0.0463
100.10.30.1:35877          <-> 100.30.0.1:8080                  4 501 bytes       5 660 bytes       9 1,161 bytes   149.889361897         0.0456
100.10.30.1:37402          <-> 100.30.0.1:8080                  4 904 bytes       5 662 bytes       9 1,566 bytes   149.954380756         0.0441
100.10.30.1:45693          <-> 100.30.0.1:8080                  4 503 bytes       5 660 bytes       9 1,163 bytes   150.032840622         0.0490
100.10.30.1:36975          <-> 100.30.0.1:8080                  4 519 bytes       5 663 bytes       9 1,182 bytes   149.984101642         0.0486
100.10.30.1:33151          <-> 100.30.0.1:8080                  4 750 bytes       5 660 bytes       9 1,410 bytes   149.998556640         0.0494
100.10.30.1:44234          <-> 100.30.0.1:8080                  4 711 bytes       5 663 bytes       9 1,374 bytes   150.048034580         0.0473
100.10.30.1:43520          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes   150.082024838         0.0541
100.10.30.1:40162          <-> 100.30.0.1:8080                  4 734 bytes       5 660 bytes       9 1,394 bytes   150.166736937         0.0415
100.10.30.1:44094          <-> 100.30.0.1:8080                  4 641 bytes       5 663 bytes       9 1,304 bytes   150.208339449         0.0470
100.10.30.1:44620          <-> 100.30.0.1:8080                  4 850 bytes       5 663 bytes       9 1,513 bytes   150.669139835         0.0467
100.10.30.1:37107          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   151.223661862         0.0470
100.10.30.1:38862          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   151.390066473         0.0472
100.10.30.1:41493          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   151.437396465         0.0419
100.10.30.1:40512          <-> 100.30.0.1:8080                  4 865 bytes       5 663 bytes       9 1,528 bytes   151.671579484         0.0490
100.10.30.1:42337          <-> 100.30.0.1:8080                  4 812 bytes       5 662 bytes       9 1,474 bytes   151.720704475         0.0413
100.10.30.1:37897          <-> 100.30.0.1:8080                  4 638 bytes       5 662 bytes       9 1,300 bytes   151.789835597         0.0459
100.10.30.1:42895          <-> 100.30.0.1:8080                  4 871 bytes       5 663 bytes       9 1,534 bytes   151.877544394         0.0461
100.10.30.1:36976          <-> 100.30.0.1:8080                  4 629 bytes       5 660 bytes       9 1,289 bytes   151.923724185         0.0449
100.10.30.1:34216          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   151.270860091         0.0428
100.10.30.1:34410          <-> 100.30.0.1:8080                  4 491 bytes       5 664 bytes       9 1,155 bytes   151.665227520         0.0421
100.10.30.1:33687          <-> 100.30.0.1:8080                  4 545 bytes       5 663 bytes       9 1,208 bytes   151.707418414         0.0449
100.10.30.1:43036          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes   151.741700091         0.0480
100.10.30.1:45392          <-> 100.30.0.1:8080                  4 579 bytes       5 663 bytes       9 1,242 bytes   151.752393544         0.0422
100.10.30.1:42418          <-> 100.30.0.1:8080                  4 502 bytes       5 662 bytes       9 1,164 bytes   151.835768795         0.0417
100.10.30.1:39897          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes   151.925883189         0.0475
100.10.30.1:39857          <-> 100.30.0.1:8080                  4 716 bytes       5 662 bytes       9 1,378 bytes   152.015046511         0.0452
100.10.30.1:35269          <-> 100.30.0.1:8080                  4 620 bytes       5 660 bytes       9 1,280 bytes   152.019288632         0.0461
100.10.30.1:46433          <-> 100.30.0.1:8080                  4 683 bytes       5 663 bytes       9 1,346 bytes   152.060334377         0.0470
100.10.30.1:36826          <-> 100.30.0.1:8080                  4 554 bytes       5 664 bytes       9 1,218 bytes   152.150760888         0.0480
100.10.30.1:45128          <-> 100.30.0.1:8080                  4 641 bytes       5 662 bytes       9 1,303 bytes   152.208350920         0.0454
100.10.30.1:45704          <-> 100.30.0.1:8080                  4 672 bytes       5 663 bytes       9 1,335 bytes   152.336593782         0.0436
100.10.30.1:45950          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   152.380303953         0.0493
100.10.30.1:45998          <-> 100.30.0.1:8080                  4 439 bytes       5 663 bytes       9 1,102 bytes   152.402583101         0.0489
100.10.30.1:43653          <-> 100.30.0.1:8080                  4 814 bytes       5 663 bytes       9 1,477 bytes   152.451567838         0.0446
100.10.30.1:37960          <-> 100.30.0.1:8080                  4 564 bytes       5 663 bytes       9 1,227 bytes   152.496242866         0.0485
100.10.30.1:44226          <-> 100.30.0.1:8080                  4 823 bytes       5 660 bytes       9 1,483 bytes   152.522036803         0.0411
100.10.30.1:33412          <-> 100.30.0.1:8080                  4 876 bytes       5 663 bytes       9 1,539 bytes   152.544877493         0.0487
100.10.30.1:39734          <-> 100.30.0.1:8080                  4 628 bytes       5 664 bytes       9 1,292 bytes   152.593703088         0.0443
100.10.30.1:40367          <-> 100.30.0.1:8080                  4 917 bytes       5 660 bytes       9 1,577 bytes   152.610603630         0.0416
100.10.30.1:46799          <-> 100.30.0.1:8080                  4 747 bytes       5 662 bytes       9 1,409 bytes   152.685739231         0.0446
100.10.30.1:44816          <-> 100.30.0.1:8080                  4 667 bytes       5 664 bytes       9 1,331 bytes   152.717267414         0.0415
100.10.30.1:32984          <-> 100.30.0.1:8080                  4 815 bytes       5 663 bytes       9 1,478 bytes   152.775448596         0.0420
100.10.30.1:44392          <-> 100.30.0.1:8080                  4 499 bytes       5 662 bytes       9 1,161 bytes   152.817593176         0.0513
100.10.30.1:34669          <-> 100.30.0.1:8080                  4 797 bytes       5 663 bytes       9 1,460 bytes   152.869064085         0.0474
100.10.30.1:35712          <-> 100.30.0.1:8080                  4 827 bytes       5 664 bytes       9 1,491 bytes   151.968841541         0.0503
100.10.30.1:46747          <-> 100.30.0.1:8080                  4 875 bytes       5 660 bytes       9 1,535 bytes   151.973439463         0.0415
100.10.30.1:39997          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   152.065513344         0.0460
100.10.30.1:37112          <-> 100.30.0.1:8080                  4 551 bytes       5 663 bytes       9 1,214 bytes   152.107456699         0.0432
100.10.30.1:44642          <-> 100.30.0.1:8080                  4 734 bytes       5 664 bytes       9 1,398 bytes   152.111642862         0.0463
100.10.30.1:37172          <-> 100.30.0.1:8080                  4 707 bytes       5 664 bytes       9 1,371 bytes   152.158076154         0.0502
100.10.30.1:33459          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes   152.198825109         0.0483
100.10.30.1:40955          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes   152.247227369         0.0446
100.10.30.1:39245          <-> 100.30.0.1:8080                  4 785 bytes       5 663 bytes       9 1,448 bytes   152.253836542         0.0412
100.10.30.1:35742          <-> 100.30.0.1:8080                  4 885 bytes       5 663 bytes       9 1,548 bytes   152.292037758         0.0444
100.10.30.1:38576          <-> 100.30.0.1:8080                  4 892 bytes       5 663 bytes       9 1,555 bytes   152.353686863         0.0487
100.10.30.1:34517          <-> 100.30.0.1:8080                  4 753 bytes       5 662 bytes       9 1,415 bytes   152.429709750         0.0449
100.10.30.1:42445          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   152.465817954         0.0508
100.10.30.1:40928          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   152.516817315         0.0489
100.10.30.1:43738          <-> 100.30.0.1:8080                  4 707 bytes       5 663 bytes       9 1,370 bytes   152.565795801         0.0446
100.10.30.1:44747          <-> 100.30.0.1:8080                  4 642 bytes       5 662 bytes       9 1,304 bytes   152.638168649         0.0475
100.10.30.1:45338          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   152.730510403         0.0448
100.10.30.1:33753          <-> 100.30.0.1:8080                  4 520 bytes       5 663 bytes       9 1,183 bytes   152.758883693         0.0484
100.10.30.1:34708          <-> 100.30.0.1:8080                  4 718 bytes       5 663 bytes       9 1,381 bytes   152.807381160         0.0492
100.10.30.1:42703          <-> 100.30.0.1:8080                  4 658 bytes       5 662 bytes       9 1,320 bytes   152.856701774         0.0421
100.10.30.1:33985          <-> 100.30.0.1:8080                  4 430 bytes       5 660 bytes       9 1,090 bytes   152.898895215         0.0462
100.10.30.1:40351          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes   154.135257750         0.0471
100.10.30.1:44887          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes   154.346757262         0.0446
100.10.30.1:45843          <-> 100.30.0.1:8080                  4 1,447 bytes       5 1,692 bytes       9 3,139 bytes   154.391492719         0.0437
100.10.30.1:42342          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes   154.477363719         0.0460
100.10.30.1:38129          <-> 100.30.0.1:8080                  4 482 bytes       5 663 bytes       9 1,145 bytes   154.523578795         0.0453
100.10.30.1:36737          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   154.296815726         0.0498
100.10.30.1:41452          <-> 100.30.0.1:8080                  4 650 bytes       5 660 bytes       9 1,310 bytes   154.568886249         0.0450
100.10.30.1:44488          <-> 100.30.0.1:8080                  4 527 bytes       5 660 bytes       9 1,187 bytes   154.614031761         0.0490
100.10.30.1:44313          <-> 100.30.0.1:8080                  4 495 bytes       5 663 bytes       9 1,158 bytes   155.041680863         0.0421
100.10.30.1:39751          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   155.533723208         0.0435
100.10.30.1:37857          <-> 100.30.0.1:8080                  4 761 bytes       5 664 bytes       9 1,425 bytes   155.577357823         0.0497
100.10.30.1:40167          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes   155.724234188         0.0481
100.10.30.1:34353          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   155.814472149         0.0477
100.10.30.1:44608          <-> 100.30.0.1:8080                  4 522 bytes       5 662 bytes       9 1,184 bytes   155.483955088         0.0496
100.10.30.1:42557          <-> 100.30.0.1:8080                  4 603 bytes       5 662 bytes       9 1,265 bytes   155.627206336         0.0476
100.10.30.1:42738          <-> 100.30.0.1:8080                  4 893 bytes       5 660 bytes       9 1,553 bytes   155.674880516         0.0492
100.10.30.1:32868          <-> 100.30.0.1:8080                  4 577 bytes       5 664 bytes       9 1,241 bytes   155.766282127         0.0481
100.10.30.1:35047          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   155.862341331         0.0443
100.10.30.1:34421          <-> 100.30.0.1:8080                  4 613 bytes       5 662 bytes       9 1,275 bytes   156.310796626         0.0496
100.10.30.1:39339          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes   156.360526612         0.0425
100.10.30.1:42965          <-> 100.30.0.1:8080                  4 875 bytes       5 663 bytes       9 1,538 bytes   156.446831379         0.0461
100.10.30.1:38503          <-> 100.30.0.1:8080                  4 556 bytes       5 663 bytes       9 1,219 bytes   156.665291637         0.0486
100.10.30.1:38477          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes   156.919846615         0.0448
100.10.30.1:33102          <-> 100.30.0.1:8080                  4 794 bytes       5 662 bytes       9 1,456 bytes   156.260584087         0.0501
100.10.30.1:41339          <-> 100.30.0.1:8080                  4 485 bytes       5 664 bytes       9 1,149 bytes   156.403177587         0.0436
100.10.30.1:37611          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes   156.950199152         0.0483
100.10.30.1:46024          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes   157.086711997         0.0500
100.10.30.1:35373          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   157.136681865         0.0432
100.10.30.1:43519          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   157.194145810         0.0483
100.10.30.1:37290          <-> 100.30.0.1:8080                  4 438 bytes       5 663 bytes       9 1,101 bytes   157.229985080         0.0413
100.10.30.1:37884          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes   157.271442458         0.0504
100.10.30.1:43968          <-> 100.30.0.1:8080                  4 526 bytes       5 660 bytes       9 1,186 bytes   157.468876097         0.0459
100.10.30.1:36274          <-> 100.30.0.1:8080                  4 919 bytes       5 663 bytes       9 1,582 bytes   157.566066159         0.0511
100.10.30.1:39136          <-> 100.30.0.1:8080                  4 816 bytes       5 660 bytes       9 1,476 bytes   157.617262230         0.0415
100.10.30.1:40086          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes   157.658902952         0.0459
100.10.30.1:39594          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   156.964839690         0.0454
100.10.30.1:38171          <-> 100.30.0.1:8080                  4 906 bytes       5 664 bytes       9 1,570 bytes   157.180102972         0.0498
100.10.30.1:40223          <-> 100.30.0.1:8080                  4 438 bytes       5 663 bytes       9 1,101 bytes   157.242603477         0.0464
100.10.30.1:38722          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   157.289164311         0.0420
100.10.30.1:35856          <-> 100.30.0.1:8080                  4 643 bytes       5 660 bytes       9 1,303 bytes   157.331351496         0.0513
100.10.30.1:38226          <-> 100.30.0.1:8080                  4 629 bytes       5 664 bytes       9 1,293 bytes   157.382802108         0.0429
100.10.30.1:33680          <-> 100.30.0.1:8080                  4 762 bytes       5 663 bytes       9 1,425 bytes   157.425778708         0.0429
100.10.30.1:36965          <-> 100.30.0.1:8080                  4 578 bytes       5 662 bytes       9 1,240 bytes   157.514885222         0.0510
100.10.30.1:33668          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   157.908147278         0.0427
100.10.30.1:33609          <-> 100.30.0.1:8080                  4 525 bytes       5 663 bytes       9 1,188 bytes   158.103636847         0.0428
100.10.30.1:33067          <-> 100.30.0.1:8080                  4 697 bytes       5 660 bytes       9 1,357 bytes   158.146539525         0.0432
100.10.30.1:33024          <-> 100.30.0.1:8080                  4 613 bytes       5 663 bytes       9 1,276 bytes   158.231125292         0.0444
100.10.30.1:45391          <-> 100.30.0.1:8080                  4 593 bytes       5 663 bytes       9 1,256 bytes   158.275551882         0.0508
100.10.30.1:36475          <-> 100.30.0.1:8080                  4 642 bytes       5 662 bytes       9 1,304 bytes   158.374083073         0.0482
100.10.30.1:43913          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   158.495838434         0.0452
100.10.30.1:34577          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   158.658869460         0.0448
100.10.30.1:40393          <-> 100.30.0.1:8080                  4 866 bytes       5 660 bytes       9 1,526 bytes   158.673622819         0.0475
100.10.30.1:40745          <-> 100.30.0.1:8080                  4 516 bytes       5 663 bytes       9 1,179 bytes   158.703802698         0.0504
100.10.30.1:41890          <-> 100.30.0.1:8080                  4 583 bytes       5 663 bytes       9 1,246 bytes   158.754319051         0.0452
100.10.30.1:41122          <-> 100.30.0.1:8080                  4 691 bytes       5 663 bytes       9 1,354 bytes   158.189800663         0.0412
100.10.30.1:42507          <-> 100.30.0.1:8080                  4 768 bytes       5 663 bytes       9 1,431 bytes   158.326489131         0.0475
100.10.30.1:37757          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   158.541161834         0.0450
100.10.30.1:33590          <-> 100.30.0.1:8080                  4 464 bytes       5 664 bytes       9 1,128 bytes   158.586276224         0.0458
100.10.30.1:43128          <-> 100.30.0.1:8080                  4 920 bytes       5 662 bytes       9 1,582 bytes   158.632145467         0.0414
100.10.30.1:38059          <-> 100.30.0.1:8080                  4 589 bytes       5 662 bytes       9 1,251 bytes   158.799679862         0.0439
100.10.30.1:41493          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes   159.324032655         0.0429
100.10.30.1:39029          <-> 100.30.0.1:8080                  4 891 bytes       5 663 bytes       9 1,554 bytes   159.367041872         0.0487
100.10.30.1:40388          <-> 100.30.0.1:8080                  4 891 bytes       5 663 bytes       9 1,554 bytes   159.415856277         0.0435
100.10.30.1:36652          <-> 100.30.0.1:8080                  4 604 bytes       5 660 bytes       9 1,264 bytes   159.459504571         0.0447
100.10.30.1:35959          <-> 100.30.0.1:8080                  4 609 bytes       5 662 bytes       9 1,271 bytes   159.504320210         0.0505
100.10.30.1:41110          <-> 100.30.0.1:8080                  4 850 bytes       5 663 bytes       9 1,513 bytes   159.600149864         0.0495
100.10.30.1:42721          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   159.649837683         0.0412
100.10.30.1:33342          <-> 100.30.0.1:8080                  4 712 bytes       5 663 bytes       9 1,375 bytes   159.691164883         0.0430
100.10.30.1:41690          <-> 100.30.0.1:8080                  4 901 bytes       5 664 bytes       9 1,565 bytes   159.734230734         0.0461
100.10.30.1:34051          <-> 100.30.0.1:8080                  4 472 bytes       5 662 bytes       9 1,134 bytes   159.804055025         0.0507
100.10.30.1:35279          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   159.555035503         0.0451
100.10.30.1:34332          <-> 100.30.0.1:8080                  4 818 bytes       5 660 bytes       9 1,478 bytes   159.780438278         0.0431
100.10.30.1:39927          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes   159.823733983         0.0513
100.10.30.1:42354          <-> 100.30.0.1:8080                  4 738 bytes       5 660 bytes       9 1,398 bytes   159.854907492         0.0446
100.10.30.1:34691          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   159.899570880         0.0435
100.10.30.1:34932          <-> 100.30.0.1:8080                  4 812 bytes       5 664 bytes       9 1,476 bytes   159.914493420         0.0463
100.10.30.1:45827          <-> 100.30.0.1:8080                  4 622 bytes       5 660 bytes       9 1,282 bytes   159.986657862         0.0490
100.10.30.1:36138          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   160.035826646         0.0422
100.10.30.1:46628          <-> 100.30.0.1:8080                  4 414 bytes       5 660 bytes       9 1,074 bytes   160.078128293         0.0474
100.10.30.1:46597          <-> 100.30.0.1:8080                  4 569 bytes       5 664 bytes       9 1,233 bytes   160.233870428         0.0478
100.10.30.1:41409          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   160.327328800         0.0443
100.10.30.1:43939          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes   160.464880898         0.0481
100.10.30.1:39683          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   160.569841851         0.0435
100.10.30.1:37808          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes   160.613447947         0.0448
100.10.30.1:37997          <-> 100.30.0.1:8080                  4 695 bytes       5 663 bytes       9 1,358 bytes   160.652627506         0.0424
100.10.30.1:34608          <-> 100.30.0.1:8080                  4 482 bytes       5 664 bytes       9 1,146 bytes   160.695104274         0.0411
100.10.30.1:33619          <-> 100.30.0.1:8080                  4 629 bytes       5 664 bytes       9 1,293 bytes   160.708666862         0.0452
100.10.30.1:37031          <-> 100.30.0.1:8080                  4 828 bytes       5 662 bytes       9 1,490 bytes   160.736251099         0.0491
100.10.30.1:42333          <-> 100.30.0.1:8080                  4 900 bytes       5 664 bytes       9 1,564 bytes   160.785474193         0.0451
100.10.30.1:37504          <-> 100.30.0.1:8080                  4 700 bytes       5 663 bytes       9 1,363 bytes   159.943286851         0.0433
100.10.30.1:38615          <-> 100.30.0.1:8080                  4 895 bytes       5 664 bytes       9 1,559 bytes   159.960854928         0.0502
100.10.30.1:38626          <-> 100.30.0.1:8080                  4 696 bytes       5 663 bytes       9 1,359 bytes   160.011156094         0.0461
100.10.30.1:35449          <-> 100.30.0.1:8080                  4 462 bytes       5 660 bytes       9 1,122 bytes   160.057379224         0.0460
100.10.30.1:41980          <-> 100.30.0.1:8080                  4 816 bytes       5 662 bytes       9 1,478 bytes   160.103487299         0.0424
100.10.30.1:34651          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   160.125621933         0.0509
100.10.30.1:38030          <-> 100.30.0.1:8080                  4 827 bytes       5 660 bytes       9 1,487 bytes   160.146044446         0.0440
100.10.30.1:33118          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   160.187148073         0.0466
100.10.30.1:44999          <-> 100.30.0.1:8080                  4 719 bytes       5 664 bytes       9 1,383 bytes   160.281734039         0.0455
100.10.30.1:34511          <-> 100.30.0.1:8080                  4 906 bytes       5 663 bytes       9 1,569 bytes   160.371765167         0.0420
100.10.30.1:42770          <-> 100.30.0.1:8080                  4 834 bytes       5 664 bytes       9 1,498 bytes   160.413867889         0.0509
100.10.30.1:34673          <-> 100.30.0.1:8080                  4 526 bytes       5 663 bytes       9 1,189 bytes   160.658384044         0.0502
100.10.30.1:43126          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   160.845319608         0.0423
100.10.30.1:38570          <-> 100.30.0.1:8080                  4 495 bytes       5 663 bytes       9 1,158 bytes   160.887742895         0.0636
100.10.30.1:37324          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   161.707332337         0.0488
100.10.30.1:36557          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   162.192634028         0.0461
100.10.30.1:36832          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes   162.238891115         0.0453
100.10.30.1:46030          <-> 100.30.0.1:8080                  4 816 bytes       5 660 bytes       9 1,476 bytes   162.284393352         0.0485
100.10.30.1:43117          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   163.758088494         0.0434
100.10.30.1:35801          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   163.801605744         0.0411
100.10.30.1:33933          <-> 100.30.0.1:8080                  4 651 bytes       5 660 bytes       9 1,311 bytes   163.833637052         0.0460
100.10.30.1:40910          <-> 100.30.0.1:8080                  4 684 bytes       5 663 bytes       9 1,347 bytes   163.842790945         0.0445
100.10.30.1:35053          <-> 100.30.0.1:8080                  4 822 bytes       5 660 bytes       9 1,482 bytes   163.782527289         0.0510
100.10.30.1:34348          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   163.879790441         0.0516
100.10.30.1:45858          <-> 100.30.0.1:8080                  4 729 bytes       5 660 bytes       9 1,389 bytes   163.931371956         0.0411
100.10.30.1:37634          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   164.181183797         0.0487
100.10.30.1:38763          <-> 100.30.0.1:8080                  4 620 bytes       5 663 bytes       9 1,283 bytes   164.229975544         0.0474
100.10.30.1:38463          <-> 100.30.0.1:8080                  4 842 bytes       5 660 bytes       9 1,502 bytes   164.277477055         0.0446
100.10.30.1:40273          <-> 100.30.0.1:8080                  4 631 bytes       5 660 bytes       9 1,291 bytes   164.414415268         0.0504
100.10.30.1:46536          <-> 100.30.0.1:8080                  4 825 bytes       5 662 bytes       9 1,487 bytes   164.443714646         0.0451
100.10.30.1:33815          <-> 100.30.0.1:8080                  4 778 bytes       5 660 bytes       9 1,438 bytes   164.464957448         0.0415
100.10.30.1:46507          <-> 100.30.0.1:8080                  4 445 bytes       5 660 bytes       9 1,105 bytes   164.488947703         0.0488
100.10.30.1:46464          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes   164.537813167         0.0466
100.10.30.1:45673          <-> 100.30.0.1:8080                  4 609 bytes       5 660 bytes       9 1,269 bytes   164.584434874         0.0456
100.10.30.1:40099          <-> 100.30.0.1:8080                  4 444 bytes       5 664 bytes       9 1,108 bytes   164.607989758         0.0421
100.10.30.1:37529          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes   164.756485881         0.0456
100.10.30.1:36067          <-> 100.30.0.1:8080                  4 824 bytes       5 660 bytes       9 1,484 bytes   164.770519297         0.0441
100.10.30.1:44314          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   164.802190727         0.0426
100.10.30.1:41103          <-> 100.30.0.1:8080                  4 742 bytes       5 664 bytes       9 1,406 bytes   164.835363935         0.0438
100.10.30.1:42996          <-> 100.30.0.1:8080                  4 863 bytes       5 663 bytes       9 1,526 bytes   164.879287595         0.0421
100.10.30.1:33556          <-> 100.30.0.1:8080                  4 429 bytes       5 663 bytes       9 1,092 bytes   164.915592342         0.0412
100.10.30.1:42843          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes   164.322216256         0.0415
100.10.30.1:40110          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes   164.334089471         0.0486
100.10.30.1:33785          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   164.363829579         0.0505
100.10.30.1:43936          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes   164.382804694         0.0475
100.10.30.1:42528          <-> 100.30.0.1:8080                  4 658 bytes       5 663 bytes       9 1,321 bytes   164.506638862         0.0707
100.10.30.1:33432          <-> 100.30.0.1:8080                  4 825 bytes       5 664 bytes       9 1,489 bytes   164.518369497         0.0590
100.10.30.1:44795          <-> 100.30.0.1:8080                  4 763 bytes       5 660 bytes       9 1,423 bytes   164.577357878         0.0305
